,metadata.epub,metadata.cover,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.url,bibliography.author.name,bibliography.publication.day,bibliography.publication.month,bibliography.publication.year
144,https://www.gutenberg.org/ebooks/834.epub3.images,https://www.gutenberg.org/cache/epub/834/pg834.cover.medium.jpg,en,"Private investigators -- England -- Fiction;Detective and mystery stories, English;Holmes, Sherlock (Fictitious character) -- Fiction",The Memoirs of Sherlock Holmes,Text,2115,834,https://www.gutenberg.org/ebooks/834,"Doyle, Arthur Conan",1,3,1997
145,https://www.gutenberg.org/ebooks/25717.epub3.images,https://www.gutenberg.org/cache/epub/25717/pg25717.cover.medium.jpg,en,"Rome -- History -- Empire, 30 B.C.-476 A.D.;Byzantine Empire -- History -- To 527;Indexes",The History Of The Decline And Fall Of The Roman Empire: Table of Contents with links in the HTML file to the two; Project Gutenberg editions (12 volumes),Text,2105,25717,https://www.gutenberg.org/ebooks/25717,"Gibbon, Edward",7,6,2008
146,https://www.gutenberg.org/ebooks/7849.epub3.images,https://www.gutenberg.org/cache/epub/7849/pg7849.cover.medium.jpg,en,Social problems -- Fiction,The Trial,Text,2099,7849,https://www.gutenberg.org/ebooks/7849,"Kafka, Franz",1,4,2005
147,https://www.gutenberg.org/ebooks/1524.epub3.images,https://www.gutenberg.org/cache/epub/1524/pg1524.cover.medium.jpg,en,"Hamlet (Legendary character) -- Drama,Tragedies,Murder victims' families -- Drama,Princes -- Drama,Denmark -- Drama,Fathers -- Death -- Drama,Revenge -- Drama,Kings and rulers -- Succession -- Drama","Hamlet, Prince of Denmark",Text,2092,1524,https://www.gutenberg.org/ebooks/1524,"Shakespeare, William",1,1,1603
148,https://www.gutenberg.org/ebooks/10625.epub3.images,https://www.gutenberg.org/cache/epub/10625/pg10625.cover.medium.jpg,en,"English language -- Middle English, 1100-1500 -- Dictionaries",A Concise Dictionary of Middle English from A.D. 1150 to 1580,Text,2069,10625,https://www.gutenberg.org/ebooks/10625,"Skeat, Walter W. (Walter William)",7,1,2004
149,https://www.gutenberg.org/ebooks/51245.epub3.images,https://www.gutenberg.org/cache/epub/51245/pg51245.cover.medium.jpg,en,,Journal of Small Things,Text,2046,51245,https://www.gutenberg.org/ebooks/51245,"Mackay, Helen",18,2,2016
150,https://www.gutenberg.org/ebooks/289.epub3.images,https://www.gutenberg.org/cache/epub/289/pg289.cover.medium.jpg,en,"Country life -- Fiction,Humorous stories,Pastoral fiction,England -- Fiction,Fantasy fiction,Animals -- Fiction,Friendship -- Fiction,River life -- Fiction",The Wind in the Willows,Text,2019,289,https://www.gutenberg.org/ebooks/289,"Grahame, Kenneth",1,7,1995
151,https://www.gutenberg.org/ebooks/110.epub3.images,https://www.gutenberg.org/cache/epub/110/pg110.cover.medium.jpg,en,"Pastoral fiction,Wessex (England) -- Fiction,Children of clergy -- Fiction,Children of the rich -- Fiction,Triangles (Interpersonal relations) -- Fiction,Poor families -- Fiction,Women household employees -- Fiction,Man-woman relationships -- Fiction,Women murderers -- Fiction,Rape victims -- Fiction,Didactic fiction",Tess of the d'Urbervilles: A Pure Woman,Text,2014,110,https://www.gutenberg.org/ebooks/110,"Hardy, Thomas",1,2,1994
152,https://www.gutenberg.org/ebooks/2264.epub3.images,https://www.gutenberg.org/cache/epub/2264/pg2264.cover.medium.jpg,en,"Scotland -- Kings and rulers -- Drama;Tragedies;Macbeth, King of Scotland, active 11th century -- Drama;Regicides -- Drama",Macbeth,Text,2012,2264,https://www.gutenberg.org/ebooks/2264,"Shakespeare, William",1,1,1623
153,https://www.gutenberg.org/ebooks/37134.epub3.images,https://www.gutenberg.org/cache/epub/37134/pg37134.cover.medium.jpg,en,"Report writing,English language -- Style,English language -- Rhetoric",The Elements of Style,Text,2000,37134,https://www.gutenberg.org/ebooks/37134,"Strunk, William",19,8,2011
154,https://www.gutenberg.org/ebooks/885.epub3.images,https://www.gutenberg.org/cache/epub/885/pg885.cover.medium.jpg,en,"London (England) -- Drama,Comedies",An Ideal Husband,Text,1980,885,https://www.gutenberg.org/ebooks/885,"Wilde, Oscar",27,3,2009
155,https://www.gutenberg.org/ebooks/2000.epub3.images,https://www.gutenberg.org/cache/epub/2000/pg2000.cover.medium.jpg,es,"Picaresque literature,Spain -- Social life and customs -- 16th century -- Fiction,Knights and knighthood -- Spain -- Fiction,Romances",Don Quijote,Text,1975,2000,https://www.gutenberg.org/ebooks/2000,"Cervantes Saavedra, Miguel de",1,12,1999
156,https://www.gutenberg.org/ebooks/1837.epub3.images,https://www.gutenberg.org/cache/epub/1837/pg1837.cover.medium.jpg,en,"Edward VI, King of England, 1537-1553 -- Fiction;Princes -- Fiction;Social classes -- Fiction;Poor children -- Fiction;London (England) -- Fiction;Impostors and imposture -- Fiction;Historical fiction;Lookalikes -- Fiction;Boys -- Fiction",The Prince and the Pauper,Text,1955,1837,https://www.gutenberg.org/ebooks/1837,"Twain, Mark",20,8,2006
157,https://www.gutenberg.org/ebooks/4276.epub3.images,https://www.gutenberg.org/cache/epub/4276/pg4276.cover.medium.jpg,en,"Children of clergy -- Fiction;Bildungsromans;Social classes -- Fiction;Didactic fiction;Young women -- Fiction;England, Northern -- Fiction;Mothers and daughters -- Fiction",North and South,Text,1948,4276,https://www.gutenberg.org/ebooks/4276,"Gaskell, Elizabeth Cleghorn",12,6,2012
158,https://www.gutenberg.org/ebooks/5131.epub3.images,https://www.gutenberg.org/cache/epub/5131/pg5131.cover.medium.jpg,en,"Pilgrims and pilgrimages -- Europe -- Poetry,Voyages and travels -- Poetry,English poetry",Childe Harold's Pilgrimage,Text,1947,5131,https://www.gutenberg.org/ebooks/5131,"Byron, George Gordon Byron, Baron",1,2,2004
159,https://www.gutenberg.org/ebooks/10800.epub3.images,https://www.gutenberg.org/cache/epub/10800/pg10800.cover.medium.jpg,en,Melancholy -- Early works to 1800,The Anatomy of Melancholy,Text,1939,10800,https://www.gutenberg.org/ebooks/10800,"Burton, Robert",13,1,2004
160,https://www.gutenberg.org/ebooks/5000.epub3.images,https://www.gutenberg.org/cache/epub/5000/pg5000.cover.medium.jpg,en,"Leonardo, da Vinci, 1452-1519 -- Notebooks, sketchbooks, etc.",The Notebooks of Leonardo Da Vinci — Complete,Text,1927,5000,https://www.gutenberg.org/ebooks/5000,"Leonardo, da Vinci",1,1,2004
161,https://www.gutenberg.org/ebooks/1597.epub3.images,https://www.gutenberg.org/cache/epub/1597/pg1597.cover.medium.jpg,en,"Fairy tales -- Denmark;Fairy tales;Children's stories, Danish -- Translations into English",Andersen's Fairy Tales,Text,1924,1597,https://www.gutenberg.org/ebooks/1597,"Andersen, H. C. (Hans Christian)",1,1,1999
162,https://www.gutenberg.org/ebooks/51246.epub3.images,https://www.gutenberg.org/cache/epub/51246/pg51246.cover.medium.jpg,en,,Great Disasters and Horrors in the World's History,Text,1904,51246,https://www.gutenberg.org/ebooks/51246,"Godbey, Allen Howard",18,2,2016
163,https://www.gutenberg.org/ebooks/10623.epub3.images,https://www.gutenberg.org/cache/epub/10623/pg10623.cover.medium.jpg,en,American drama,Plays,Text,1897,10623,https://www.gutenberg.org/ebooks/10623,"Glaspell, Susan",7,1,2004
164,https://www.gutenberg.org/ebooks/51247.epub3.images,https://www.gutenberg.org/cache/epub/51247/pg51247.cover.medium.jpg,en,,Dead End,Text,1896,51247,https://www.gutenberg.org/ebooks/51247,"Macfarlane, Wallace",18,2,2016
165,https://www.gutenberg.org/ebooks/28233.epub3.images,https://www.gutenberg.org/cache/epub/28233/pg28233.cover.medium.jpg,la,"Celestial mechanics -- Early works to 1800,Mechanics -- Early works to 1800",Philosophiae Naturalis Principia Mathematica,Text,1895,28233,https://www.gutenberg.org/ebooks/28233,"Newton, Isaac, Sir",2,3,2009
166,https://www.gutenberg.org/ebooks/3296.epub3.images,https://www.gutenberg.org/cache/epub/3296/pg3296.cover.medium.jpg,en,"Catholic Church -- Bishops -- Biography;Bishops -- Algeria -- Hippo (Extinct city) -- Biography;Augustine, Saint, Bishop of Hippo;Christian saints -- Algeria -- Hippo (Extinct city) -- Biography",The Confessions of St. Augustine,Text,1890,3296,https://www.gutenberg.org/ebooks/3296,"Augustine, Saint, Bishop of Hippo",1,6,2002
167,https://www.gutenberg.org/ebooks/7178.epub3.images,https://www.gutenberg.org/cache/epub/7178/pg7178.cover.medium.jpg,en,"Autobiographical fiction,Villages -- France -- Fiction,France -- Social life and customs -- 19th century -- Fiction",Swann's Way,Text,1877,7178,https://www.gutenberg.org/ebooks/7178,"Proust, Marcel",21,3,2009
168,https://www.gutenberg.org/ebooks/45631.epub3.images,https://www.gutenberg.org/cache/epub/45631/pg45631.cover.medium.jpg,en,"Slaves -- United States -- Biography;Plantation life -- Louisiana -- History -- 19th century;Northup, Solomon, 1808-1863?;Slaves' writings, American;African Americans -- Biography;Slavery -- Louisiana -- History -- 19th century","Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853, from a Cotton Plantation near the Red River in Louisiana",Text,1868,45631,https://www.gutenberg.org/ebooks/45631,"Northup, Solomon",11,5,2014
169,https://www.gutenberg.org/ebooks/1754.epub3.images,https://www.gutenberg.org/cache/epub/1754/pg1754.cover.medium.jpg,en,"Russia -- Social life and customs -- Drama;Authors, Russian -- 19th century -- Drama;Russian drama -- Translations into English;Man-woman relationships -- Drama",The Sea-Gull,Text,1856,1754,https://www.gutenberg.org/ebooks/1754,"Chekhov, Anton Pavlovich",21,2,2006
170,https://www.gutenberg.org/ebooks/51249.epub3.images,https://www.gutenberg.org/cache/epub/51249/pg51249.cover.medium.jpg,en,,Spacemen Die at Home,Text,1846,51249,https://www.gutenberg.org/ebooks/51249,"Ludwig, Edward W.",18,2,2016
171,https://www.gutenberg.org/ebooks/1155.epub3.images,https://www.gutenberg.org/cache/epub/1155/pg1155.cover.medium.jpg,en,"Beresford, Tommy (Fictitious character) -- Fiction;Detective and mystery stories;Private investigators -- England -- Fiction;Beresford, Tuppence (Fictitious character) -- Fiction;Missing persons -- Fiction;Married people -- Fiction;Domestic fiction",The Secret Adversary,Text,1825,1155,https://www.gutenberg.org/ebooks/1155,"Christie, Agatha",14,9,2008
172,https://www.gutenberg.org/ebooks/20239.epub3.images,https://www.gutenberg.org/cache/epub/20239/pg20239.cover.medium.jpg,en,Architecture -- Early works to 1800,The Ten Books on Architecture,Text,1823,20239,https://www.gutenberg.org/ebooks/20239,Vitruvius Pollio,31,12,2006
173,https://www.gutenberg.org/ebooks/8789.epub3.images,https://www.gutenberg.org/cache/epub/8789/pg8789.cover.medium.jpg,en,"Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English;Hell -- Poetry","The vision of hell.: By Dante Alighieri.; Translated by Rev. Henry Francis Cary, M.A.; and illustrated with the seventy-five designs of Gustave Doré.",Text,1822,8789,https://www.gutenberg.org/ebooks/8789,Dante Alighieri,7,8,2004
174,https://www.gutenberg.org/ebooks/20228.epub3.images,https://www.gutenberg.org/cache/epub/20228/pg20228.cover.medium.jpg,tl,"Philippines -- History -- 1812-1898 -- Fiction,Historical fiction",Noli Me Tangere,Text,1819,20228,https://www.gutenberg.org/ebooks/20228,"Rizal, Jose",30,12,2006
175,https://www.gutenberg.org/ebooks/2067.epub3.images,https://www.gutenberg.org/cache/epub/2067/pg2067.cover.medium.jpg,en,"Communism -- Soviet Union,Mongolia -- Description and travel","Beasts, Men and Gods",Text,1801,2067,https://www.gutenberg.org/ebooks/2067,"Ossendowski, Ferdynand Antoni",13,5,2006
176,https://www.gutenberg.org/ebooks/696.epub3.images,https://www.gutenberg.org/cache/epub/696/pg696.cover.medium.jpg,en,"Inheritance and succession -- Fiction,Gothic fiction (Literary genre),Horror tales",The Castle of Otranto,Text,1797,696,https://www.gutenberg.org/ebooks/696,"Walpole, Horace",5,5,2012
177,https://www.gutenberg.org/ebooks/9622.epub3.images,https://www.gutenberg.org/cache/epub/9622/pg9622.cover.medium.jpg,en,English poetry -- 18th century,"Lyrical Ballads, With a Few Other Poems (1798)",Text,1793,9622,https://www.gutenberg.org/ebooks/9622,"Wordsworth, William",1,1,2006
178,https://www.gutenberg.org/ebooks/155.epub3.images,https://www.gutenberg.org/cache/epub/155/pg155.cover.medium.jpg,en,"Country homes -- Fiction,Jewelry theft -- Fiction,Police -- England -- Fiction,England -- Fiction,East Indians -- England -- Fiction,Mystery fiction",The Moonstone,Text,1770,155,https://www.gutenberg.org/ebooks/155,"Collins, Wilkie",12,1,2006
179,https://www.gutenberg.org/ebooks/932.epub3.images,https://www.gutenberg.org/cache/epub/932/pg932.cover.medium.jpg,en,"Gothic fiction (Literary genre),Short stories,Horror tales",The Fall of the House of Usher,Text,1739,932,https://www.gutenberg.org/ebooks/932,"Poe, Edgar Allan",1,6,1997
180,https://www.gutenberg.org/ebooks/541.epub3.images,https://www.gutenberg.org/cache/epub/541/pg541.cover.medium.jpg,en,"Upper class -- Fiction,Separated people -- Fiction,Triangles (Interpersonal relations) -- Fiction,Married people -- Fiction,New York (N.Y.) -- Fiction,Domestic fiction,Love stories",The Age of Innocence,Text,1737,541,https://www.gutenberg.org/ebooks/541,"Wharton, Edith",1,5,1996
181,https://www.gutenberg.org/ebooks/228.epub3.images,https://www.gutenberg.org/cache/epub/228/pg228.cover.medium.jpg,en,"Legends -- Rome -- Poetry;Aeneas (Legendary character) -- Poetry;Epic poetry, Latin -- Translations into English",The Aeneid,Text,1723,228,https://www.gutenberg.org/ebooks/228,Virgil,10,3,2008
182,https://www.gutenberg.org/ebooks/12122.epub3.images,https://www.gutenberg.org/cache/epub/12122/pg12122.cover.medium.jpg,en,"Wishes -- Fiction,Horror tales","The Monkey's Paw: The Lady of the Barge and Others, Part 2.",Text,1692,12122,https://www.gutenberg.org/ebooks/12122,"Jacobs, W. W. (William Wymark)",22,4,2004
183,https://www.gutenberg.org/ebooks/19033.epub3.images,https://www.gutenberg.org/cache/epub/19033/pg19033.cover.medium.jpg,en,Fantasy,Alice's Adventures in Wonderland,Text,1660,19033,https://www.gutenberg.org/ebooks/19033,"Carroll, Lewis",12,8,2006
184,https://www.gutenberg.org/ebooks/113.epub3.images,https://www.gutenberg.org/cache/epub/113/pg113.cover.medium.jpg,en,"People with disabilities -- Fiction,Gardens -- Fiction,Orphans -- Fiction,Yorkshire (England) -- Fiction",The Secret Garden,Text,1621,113,https://www.gutenberg.org/ebooks/113,"Burnett, Frances Hodgson",15,5,2008
185,https://www.gutenberg.org/ebooks/7142.epub3.images,https://www.gutenberg.org/cache/epub/7142/pg7142.cover.medium.jpg,en,"Greece -- History -- Peloponnesian War, 431-404 B.C.",The History of the Peloponnesian War,Text,1605,7142,https://www.gutenberg.org/ebooks/7142,Thucydides,1,12,2004
186,https://www.gutenberg.org/ebooks/86.epub3.images,https://www.gutenberg.org/cache/epub/86/pg86.cover.medium.jpg,en,"Britons -- Fiction,Time travel -- Fiction,Fantasy fiction,Satire,Kings and rulers -- Fiction,Arthurian romances -- Adaptations,Americans -- Great Britain -- Fiction,Knights and knighthood -- Fiction",A Connecticut Yankee in King Arthur's Court,Text,1605,86,https://www.gutenberg.org/ebooks/86,"Twain, Mark",20,7,2006
187,https://www.gutenberg.org/ebooks/51244.epub3.images,https://www.gutenberg.org/cache/epub/51244/pg51244.cover.medium.jpg,en,"Packing-house products,Animal industry -- United States",The Livestock Producer and Armour,Text,1601,51244,https://www.gutenberg.org/ebooks/51244,Unknown,18,2,2016
188,https://www.gutenberg.org/ebooks/10007.epub3.images,https://www.gutenberg.org/cache/epub/10007/pg10007.cover.medium.jpg,en,"Vampires -- Fiction,Young women -- Fiction",Carmilla,Text,1583,10007,https://www.gutenberg.org/ebooks/10007,"Le Fanu, Joseph Sheridan",7,11,2003
189,https://www.gutenberg.org/ebooks/8525.epub3.images,https://www.gutenberg.org/cache/epub/8525/pg8525.cover.medium.jpg,en,"Diary fiction,Humorous stories,Eve (Biblical figure) -- Fiction,Bible. Genesis -- History of Biblical events -- Fiction","Eve's Diary, Complete",Text,1553,8525,https://www.gutenberg.org/ebooks/8525,"Twain, Mark",14,6,2004
190,https://www.gutenberg.org/ebooks/3800.epub3.images,https://www.gutenberg.org/cache/epub/3800/pg3800.cover.medium.jpg,en,Ethics,Ethics,Text,1552,3800,https://www.gutenberg.org/ebooks/3800,"Spinoza, Benedictus de",1,2,2003
191,https://www.gutenberg.org/ebooks/1250.epub3.images,https://www.gutenberg.org/cache/epub/1250/pg1250.cover.medium.jpg,en,"Men -- Psychology -- Fiction,Psychological fiction,Time travel -- Fiction,Science fiction,Love stories,Individuality -- Fiction",Anthem,Text,1551,1250,https://www.gutenberg.org/ebooks/1250,"Rand, Ayn",1,3,1998
192,https://www.gutenberg.org/ebooks/2641.epub3.images,https://www.gutenberg.org/cache/epub/2641/pg2641.cover.medium.jpg,en,"England -- Fiction,British -- Italy -- Fiction,Humorous stories,Young women -- Fiction,Florence (Italy) -- Fiction",A Room with a View,Text,1546,2641,https://www.gutenberg.org/ebooks/2641,"Forster, E. M. (Edward Morgan)",1,5,2001
193,https://www.gutenberg.org/ebooks/8799.epub3.images,https://www.gutenberg.org/cache/epub/8799/pg8799.cover.medium.jpg,en,"Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English","The Divine Comedy by Dante, Illustrated, Paradise, Complete",Text,1545,8799,https://www.gutenberg.org/ebooks/8799,Dante Alighieri,2,8,2004
194,https://www.gutenberg.org/ebooks/12299.epub3.images,https://www.gutenberg.org/cache/epub/12299/pg12299.cover.medium.jpg,en,"Wood,Wood -- Testing","The Mechanical Properties of Wood: Including a Discussion of the Factors Affecting the Mechanical Properties, and Methods of Timber Testing",Text,1544,12299,https://www.gutenberg.org/ebooks/12299,"Record, Samuel J. (Samuel James)",8,5,2004
195,https://www.gutenberg.org/ebooks/6124.epub3.images,https://www.gutenberg.org/cache/epub/6124/pg6124.cover.medium.jpg,en,"Virtue -- Fiction,Epistolary fiction,Kidnapping victims -- Fiction,Didactic fiction,Women household employees -- Fiction,England -- Fiction,Master and servant -- Fiction","Pamela, or Virtue Rewarded",Text,1541,6124,https://www.gutenberg.org/ebooks/6124,"Richardson, Samuel",1,7,2004
196,https://www.gutenberg.org/ebooks/805.epub3.images,https://www.gutenberg.org/cache/epub/805/pg805.cover.medium.jpg,en,"College students -- Fiction;Children of the rich -- Fiction;Bildungsromans;World War, 1914-1918 -- Veterans -- Fiction;Advertising -- Fiction;Young men -- Fiction;Love stories",This Side of Paradise,Text,1536,805,https://www.gutenberg.org/ebooks/805,"Fitzgerald, F. Scott (Francis Scott)",1,2,1997
197,https://www.gutenberg.org/ebooks/902.epub3.images,https://www.gutenberg.org/cache/epub/902/pg902.cover.medium.jpg,en,"Short stories, English;Children's stories, English;Fairy tales","The Happy Prince, and Other Tales",Text,1530,902,https://www.gutenberg.org/ebooks/902,"Wilde, Oscar",29,3,2015
198,https://www.gutenberg.org/ebooks/3176.epub3.images,https://www.gutenberg.org/cache/epub/3176/pg3176.cover.medium.jpg,en,"Voyages and travels,Middle East -- Description and travel,Europe -- Description and travel",The Innocents Abroad,Text,1523,3176,https://www.gutenberg.org/ebooks/3176,"Twain, Mark",18,8,2006
199,https://www.gutenberg.org/ebooks/2428.epub3.images,https://www.gutenberg.org/cache/epub/2428/pg2428.cover.medium.jpg,en,English poetry -- 18th century,An Essay on Man; Moral Essays and Satires,Text,1517,2428,https://www.gutenberg.org/ebooks/2428,"Pope, Alexander",20,8,2007
200,https://www.gutenberg.org/ebooks/102.epub3.images,https://www.gutenberg.org/cache/epub/102/pg102.cover.medium.jpg,en,"Trials (Murder) -- Fiction,Missouri -- Fiction,Race relations -- Fiction,Infants switched at birth -- Fiction,Impostors and imposture -- Fiction,Passing (Identity) -- Fiction,Legal stories",The Tragedy of Pudd'nhead Wilson,Text,1511,102,https://www.gutenberg.org/ebooks/102,"Twain, Mark",1,1,1994
201,https://www.gutenberg.org/ebooks/1600.epub3.images,https://www.gutenberg.org/cache/epub/1600/pg1600.cover.medium.jpg,en,"Classical literature;Philosophy, Ancient;Socrates, 470 BC-399 BC;Love -- Early works to 1800",Symposium,Text,1511,1600,https://www.gutenberg.org/ebooks/1600,Plato,1,1,1999
202,https://www.gutenberg.org/ebooks/39293.epub3.images,https://www.gutenberg.org/cache/epub/39293/pg39293.cover.medium.jpg,en,"Etiquette for men,Etiquette,Men -- Conduct of life",The Gentlemen's Book of Etiquette and Manual of Politeness: Being a Complete Guide for a Gentleman's Conduct in All His Relations Towards Society,Text,1510,39293,https://www.gutenberg.org/ebooks/39293,"Hartley, Cecil B.",28,3,2012
203,https://www.gutenberg.org/ebooks/51295.epub3.images,https://www.gutenberg.org/cache/epub/51295/pg51295.cover.medium.jpg,en,,The Man Who Was Six,Text,1501,51295,https://www.gutenberg.org/ebooks/51295,"Wallace, F. L. (Floyd L.)",24,2,2016
204,https://www.gutenberg.org/ebooks/31.epub3.images,https://www.gutenberg.org/cache/epub/31/pg31.cover.medium.jpg,en,"Antigone (Mythological character) -- Drama,Greek drama (Tragedy) -- Translations into English,Oedipus (Greek mythological figure) -- Drama,Tragedies",Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Text,1496,31,https://www.gutenberg.org/ebooks/31,Sophocles,7,3,2006
205,https://www.gutenberg.org/ebooks/73.epub3.images,https://www.gutenberg.org/cache/epub/73/pg73.cover.medium.jpg,en,"Virginia -- History -- Civil War, 1861-1865 -- Fiction;War stories;United States -- History -- Civil War, 1861-1865 -- Fiction;Historical fiction;Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction",The Red Badge of Courage: An Episode of the American Civil War,Text,1496,73,https://www.gutenberg.org/ebooks/73,"Crane, Stephen",1,7,2008
206,https://www.gutenberg.org/ebooks/17306.epub3.images,https://www.gutenberg.org/cache/epub/17306/pg17306.cover.medium.jpg,en,"Working class -- Great Britain,Great Britain -- Economic conditions",The Condition of the Working-Class in England in 1844: with a Preface written in 1892,Text,1489,17306,https://www.gutenberg.org/ebooks/17306,"Engels, Friedrich",13,12,2005
207,https://www.gutenberg.org/ebooks/1001.epub3.images,https://www.gutenberg.org/cache/epub/1001/pg1001.cover.medium.jpg,en,"Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English;Hell -- Poetry","Divine Comedy, Longfellow's Translation, Hell",Text,1487,1001,https://www.gutenberg.org/ebooks/1001,Dante Alighieri,1,8,1997
208,https://www.gutenberg.org/ebooks/1254.epub3.images,https://www.gutenberg.org/cache/epub/1254/pg1254.cover.medium.jpg,en,"France -- History -- 17th century -- Drama;Authors, French -- 17th century -- Drama;Cyrano de Bergerac, 1619-1655 -- Drama",Cyrano de Bergerac,Text,1486,1254,https://www.gutenberg.org/ebooks/1254,"Rostand, Edmond",1,3,1998
209,https://www.gutenberg.org/ebooks/2265.epub3.images,https://www.gutenberg.org/cache/epub/2265/pg2265.cover.medium.jpg,en,"Hamlet (Legendary character) -- Drama,Tragedies,Murder victims' families -- Drama,Princes -- Drama,Denmark -- Drama,Fathers -- Death -- Drama,Revenge -- Drama,Kings and rulers -- Succession -- Drama",Hamlet,Text,1481,2265,https://www.gutenberg.org/ebooks/2265,"Shakespeare, William",1,1,1603
210,https://www.gutenberg.org/ebooks/59.epub3.images,https://www.gutenberg.org/cache/epub/59/pg59.cover.medium.jpg,en,"Methodology,Science -- Methodology",Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,Text,1476,59,https://www.gutenberg.org/ebooks/59,"Descartes, Rene",1,7,2008
211,https://www.gutenberg.org/ebooks/447.epub3.images,https://www.gutenberg.org/cache/epub/447/pg447.cover.medium.jpg,en,"Slums -- Fiction,Poor women -- Fiction,Psychological fiction,Prostitutes -- Fiction,Poor families -- Fiction,Suicide victims -- Fiction,New York (N.Y.) -- Fiction",Maggie: A Girl of the Streets,Text,1470,447,https://www.gutenberg.org/ebooks/447,"Crane, Stephen",1,2,1996
212,https://www.gutenberg.org/ebooks/51248.epub3.images,https://www.gutenberg.org/cache/epub/51248/pg51248.cover.medium.jpg,en,Literature -- Collections,The Library of Entertainment Handbook,Text,1466,51248,https://www.gutenberg.org/ebooks/51248,"Scammell, John Chilton",18,2,2016
213,https://www.gutenberg.org/ebooks/164.epub3.images,https://www.gutenberg.org/cache/epub/164/pg164.cover.medium.jpg,en,"Submarines (Ships) -- Fiction,Science fiction,Sea stories,Underwater exploration -- Fiction",Twenty Thousand Leagues under the Sea,Text,1459,164,https://www.gutenberg.org/ebooks/164,"Verne, Jules",24,5,2008
214,https://www.gutenberg.org/ebooks/8492.epub3.images,https://www.gutenberg.org/cache/epub/8492/pg8492.cover.medium.jpg,en,"Short stories, American;Horror tales, American;United States -- Social life and customs -- 19th century -- Fiction",The King in Yellow,Text,1453,8492,https://www.gutenberg.org/ebooks/8492,"Chambers, Robert W. (Robert William)",1,7,2005
215,https://www.gutenberg.org/ebooks/38427.epub3.images,https://www.gutenberg.org/cache/epub/38427/pg38427.cover.medium.jpg,en,"Will;Philosophy;Idea (Philosophy);Knowledge, Theory of",The World as Will and Idea (Vol. 1 of 3),Text,1452,38427,https://www.gutenberg.org/ebooks/38427,"Schopenhauer, Arthur",27,12,2011
216,https://www.gutenberg.org/ebooks/36542.epub3.images,https://www.gutenberg.org/cache/epub/36542/pg36542.cover.medium.jpg,en,"Philippines -- Politics and government -- 1898-1935,Philippines -- History -- 1898-1946",The American Occupation of the Philippines 1898-1912,Text,1448,36542,https://www.gutenberg.org/ebooks/36542,"Blount, James H. (James Henderson)",28,6,2011
217,https://www.gutenberg.org/ebooks/2383.epub3.images,https://www.gutenberg.org/cache/epub/2383/pg2383.cover.medium.jpg,en,"Chaucer, Geoffrey, -1400;English poetry;Christian pilgrims and pilgrimages -- Poetry","The Canterbury Tales, and Other Poems",Text,1447,2383,https://www.gutenberg.org/ebooks/2383,"Chaucer, Geoffrey",1,1,1475
218,https://www.gutenberg.org/ebooks/8164.epub3.images,https://www.gutenberg.org/cache/epub/8164/pg8164.cover.medium.jpg,en,"Humorous stories;Valets -- Fiction;Jeeves (Fictitious character) -- Fiction;Wooster, Bertie (Fictitious character) -- Fiction;England -- Fiction;Single men -- Fiction",My Man Jeeves,Text,1444,8164,https://www.gutenberg.org/ebooks/8164,"Wodehouse, P. G. (Pelham Grenville)",1,5,2005
219,https://www.gutenberg.org/ebooks/15272.epub3.images,https://www.gutenberg.org/cache/epub/15272/pg15272.cover.medium.jpg,en,"Virtues -- Poetry,Knights and knighthood -- Poetry","Spenser's The Faerie Queene, Book I",Text,1443,15272,https://www.gutenberg.org/ebooks/15272,"Spenser, Edmund",7,3,2005
220,https://www.gutenberg.org/ebooks/1097.epub3.images,https://www.gutenberg.org/cache/epub/1097/pg1097.cover.medium.jpg,en,"Prostitution -- Great Britain -- Drama,Working class women -- Great Britain -- Drama,Prostitutes -- Great Britain -- Drama,Great Britain -- Social conditions -- 19th century -- Drama",Mrs. Warren's Profession,Text,1441,1097,https://www.gutenberg.org/ebooks/1097,"Shaw, Bernard",11,2,2006
221,https://www.gutenberg.org/ebooks/18269.epub3.images,https://www.gutenberg.org/cache/epub/18269/pg18269.cover.medium.jpg,en,"Apologetics,Philosophy",Pascal's Pensées,Text,1435,18269,https://www.gutenberg.org/ebooks/18269,"Pascal, Blaise",27,4,2006
222,https://www.gutenberg.org/ebooks/6852.epub3.images,https://www.gutenberg.org/cache/epub/6852/pg6852.cover.medium.jpg,en,"Erotic stories,Sadomasochism -- Fiction",Venus in Furs,Text,1425,6852,https://www.gutenberg.org/ebooks/6852,"Sacher-Masoch, Leopold, Ritter von",1,11,2004
