,metadata.epub,metadata.cover,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.url,bibliography.author.name,bibliography.publication.day,bibliography.publication.month,bibliography.publication.year
223,https://www.gutenberg.org/ebooks/12753.epub3.images,https://www.gutenberg.org/cache/epub/12753/pg12753.cover.medium.jpg,en,"Arthur, King -- Legends;Knights and knighthood -- Folklore;Folklore -- England;Arthurian romances -- Adaptations",The Legends of King Arthur and His Knights,Text,1421,12753,https://www.gutenberg.org/ebooks/12753,"Knowles, James, Sir",28,6,2004
224,https://www.gutenberg.org/ebooks/5225.epub3.images,https://www.gutenberg.org/cache/epub/5225/pg5225.cover.medium.jpg,en,"Rome -- Fiction;Satire, Latin -- Translations into English",The Satyricon — Complete,Text,1412,5225,https://www.gutenberg.org/ebooks/5225,Petronius Arbiter,31,10,2006
225,https://www.gutenberg.org/ebooks/131.epub3.images,https://www.gutenberg.org/cache/epub/131/pg131.cover.medium.jpg,en,"Christian fiction,Christian pilgrims and pilgrimages -- Fiction","The Pilgrim's Progress from this world to that which is to come: Delivered under the similitude of a dream, by John Bunyan",Text,1402,131,https://www.gutenberg.org/ebooks/131,"Bunyan, John",12,6,2008
226,https://www.gutenberg.org/ebooks/421.epub3.images,https://www.gutenberg.org/cache/epub/421/pg421.cover.medium.jpg,en,"Adventure and adventurers -- Fiction,Kidnapping -- Fiction,Scotland -- History -- 18th century -- Fiction,Historical fiction",Kidnapped,Text,1402,421,https://www.gutenberg.org/ebooks/421,"Stevenson, Robert Louis",16,1,2006
227,https://www.gutenberg.org/ebooks/1946.epub3.images,https://www.gutenberg.org/cache/epub/1946/pg1946.cover.medium.jpg,en,"Military art and science,War",On War — Volume 1,Text,1399,1946,https://www.gutenberg.org/ebooks/1946,"Clausewitz, Carl von",25,2,2006
228,https://www.gutenberg.org/ebooks/3913.epub3.images,https://www.gutenberg.org/cache/epub/3913/pg3913.cover.medium.jpg,en,"Rousseau, Jean-Jacques, 1712-1778;Authors, French -- 18th century -- Biography",The Confessions of Jean Jacques Rousseau — Complete,Text,1397,3913,https://www.gutenberg.org/ebooks/3913,"Rousseau, Jean-Jacques",5,9,2015
229,https://www.gutenberg.org/ebooks/22367.epub3.images,https://www.gutenberg.org/cache/epub/22367/pg22367.cover.medium.jpg,de,"Psychological fiction,Metamorphosis -- Fiction",Die Verwandlung,Text,1389,22367,https://www.gutenberg.org/ebooks/22367,"Kafka, Franz",21,8,2007
230,https://www.gutenberg.org/ebooks/2638.epub3.images,https://www.gutenberg.org/cache/epub/2638/pg2638.cover.medium.jpg,en,"Russia -- Social conditions -- 1801-1917 -- Fiction,Historical fiction",The Idiot,Text,1386,2638,https://www.gutenberg.org/ebooks/2638,"Dostoyevsky, Fyodor",1,5,2001
231,https://www.gutenberg.org/ebooks/51391.epub3.images,https://www.gutenberg.org/cache/epub/51391/pg51391.cover.medium.jpg,en,,Famous Impostors,Text,1381,51391,https://www.gutenberg.org/ebooks/51391,"Stoker, Bram",8,3,2016
232,https://www.gutenberg.org/ebooks/43.epub3.images,https://www.gutenberg.org/cache/epub/43/pg43.cover.medium.jpg,en,"Self-experimentation in medicine -- Fiction,Psychological fiction,Multiple personality -- Fiction,Physicians -- Fiction,London (England) -- Fiction,Science fiction,Horror tales",The Strange Case of Dr. Jekyll and Mr. Hyde,Text,1380,43,https://www.gutenberg.org/ebooks/43,"Stevenson, Robert Louis",31,10,1992
233,https://www.gutenberg.org/ebooks/51240.epub3.images,https://www.gutenberg.org/cache/epub/51240/pg51240.cover.medium.jpg,en,,The Addicts,Text,1379,51240,https://www.gutenberg.org/ebooks/51240,"Samachson, Joseph",17,2,2016
234,https://www.gutenberg.org/ebooks/139.epub3.images,https://www.gutenberg.org/cache/epub/139/pg139.cover.medium.jpg,en,"Challenger, Professor (Fictitious character) -- Fiction;Fantasy fiction;Prehistoric peoples -- Fiction;Dinosaurs -- Fiction;South America -- Fiction",The Lost World,Text,1378,139,https://www.gutenberg.org/ebooks/139,"Doyle, Arthur Conan",19,6,2008
235,https://www.gutenberg.org/ebooks/245.epub3.images,https://www.gutenberg.org/cache/epub/245/pg245.cover.medium.jpg,en,"Mississippi River -- Description and travel;Mississippi River Valley -- Social life and customs -- 19th century;Authors, American -- 19th century -- Biography;Pilots and pilotage -- Mississippi River;Twain, Mark, 1835-1910 -- Travel -- Mississippi River",Life on the Mississippi,Text,1368,245,https://www.gutenberg.org/ebooks/245,"Twain, Mark",20,8,2006
236,https://www.gutenberg.org/ebooks/9662.epub3.images,https://www.gutenberg.org/cache/epub/9662/pg9662.cover.medium.jpg,en,"Ethics;Knowledge, Theory of",An Enquiry Concerning Human Understanding,Text,1350,9662,https://www.gutenberg.org/ebooks/9662,"Hume, David",1,1,2006
237,https://www.gutenberg.org/ebooks/51233.epub3.images,https://www.gutenberg.org/cache/epub/51233/pg51233.cover.medium.jpg,en,,The Marching Morons,Text,1349,51233,https://www.gutenberg.org/ebooks/51233,"Kornbluth, C. M. (Cyril M.)",16,2,2016
238,https://www.gutenberg.org/ebooks/23700.epub3.images,https://www.gutenberg.org/cache/epub/23700/pg23700.cover.medium.jpg,en,"Plague -- Europe -- History -- Fiction,Allegories,Frame-stories,Storytelling -- Fiction",The Decameron of Giovanni Boccaccio,Text,1339,23700,https://www.gutenberg.org/ebooks/23700,"Boccaccio, Giovanni",3,12,2007
239,https://www.gutenberg.org/ebooks/3420.epub3.images,https://www.gutenberg.org/cache/epub/3420/pg3420.cover.medium.jpg,en,"Women's rights -- Great Britain,Women -- History -- 19th century,Women -- Education -- Great Britain,Feminism",A Vindication of the Rights of Woman: With Strictures on Political and Moral Subjects,Text,1339,3420,https://www.gutenberg.org/ebooks/3420,"Wollstonecraft, Mary",1,9,2002
240,https://www.gutenberg.org/ebooks/78.epub3.images,https://www.gutenberg.org/cache/epub/78/pg78.cover.medium.jpg,en,"Africa -- Fiction,Tarzan (Fictitious character) -- Fiction,Fantasy fiction,Wild men -- Fiction,British -- Africa -- Fiction,Adventure stories",Tarzan of the Apes,Text,1336,78,https://www.gutenberg.org/ebooks/78,"Burroughs, Edgar Rice",23,6,2008
241,https://www.gutenberg.org/ebooks/14975.epub3.images,https://www.gutenberg.org/cache/epub/14975/pg14975.cover.medium.jpg,en,Lynching,Southern Horrors: Lynch Law in All Its Phases,Text,1333,14975,https://www.gutenberg.org/ebooks/14975,"Wells-Barnett, Ida B.",8,2,2005
242,https://www.gutenberg.org/ebooks/1756.epub3.images,https://www.gutenberg.org/cache/epub/1756/pg1756.cover.medium.jpg,en,"Russia -- Social life and customs -- Drama,Country life -- Russia -- Drama,Russian drama -- Translations into English,Families -- Russia -- Drama",Uncle Vanya: Scenes from Country Life in Four Acts,Text,1333,1756,https://www.gutenberg.org/ebooks/1756,"Chekhov, Anton Pavlovich",1,5,1999
243,https://www.gutenberg.org/ebooks/6737.epub3.images,https://www.gutenberg.org/cache/epub/6737/pg6737.cover.medium.jpg,en,"Philippines -- History -- 1812-1898 -- Fiction,Historical fiction",The Social Cancer: A Complete English Version of Noli Me Tangere,Text,1333,6737,https://www.gutenberg.org/ebooks/6737,"Rizal, Jose",17,6,2007
244,https://www.gutenberg.org/ebooks/1200.epub3.images,https://www.gutenberg.org/cache/epub/1200/pg1200.cover.medium.jpg,en,"Giants -- Fiction;Fantasy fiction, French -- Translations into English;Gargantua (Legendary character) -- Fiction",Gargantua and Pantagruel,Text,1328,1200,https://www.gutenberg.org/ebooks/1200,"Rabelais, Francois",8,8,2004
245,https://www.gutenberg.org/ebooks/25141.epub3.images,https://www.gutenberg.org/cache/epub/25141/pg25141.cover.medium.jpg,en,"Spirituality,God (Christianity) -- Worship and love",The Pursuit of God,Text,1328,25141,https://www.gutenberg.org/ebooks/25141,"Tozer, A. W. (Aiden Wilson)",23,4,2008
246,https://www.gutenberg.org/ebooks/1404.epub3.images,https://www.gutenberg.org/cache/epub/1404/pg1404.cover.medium.jpg,en,"Constitutional law -- United States,Constitutional history -- United States -- Sources",The Federalist Papers,Text,1327,1404,https://www.gutenberg.org/ebooks/1404,"Jay, John",1,7,1998
247,https://www.gutenberg.org/ebooks/1079.epub3.images,https://www.gutenberg.org/cache/epub/1079/pg1079.cover.medium.jpg,en,"Fiction -- Authorship -- Fiction,Infants -- Fiction,Fetus -- Fiction,Experimental fiction,Stream of consciousness fiction","The Life and Opinions of Tristram Shandy, Gentleman",Text,1326,1079,https://www.gutenberg.org/ebooks/1079,"Sterne, Laurence",1,10,1997
248,https://www.gutenberg.org/ebooks/14005.epub3.images,https://www.gutenberg.org/cache/epub/14005/pg14005.cover.medium.jpg,en,"Erotic literature;Heidegger, John James, 1659?-1748;Penis -- Poetry",The Ladies Delight,Text,1322,14005,https://www.gutenberg.org/ebooks/14005,Anonymous,10,11,2004
249,https://www.gutenberg.org/ebooks/6400.epub3.images,https://www.gutenberg.org/cache/epub/6400/pg6400.cover.medium.jpg,en,"Rome -- History -- Empire, 30 B.C.-284 A.D.;Emperors -- Rome -- Biography -- Early works to 1800","The Lives of the Twelve Caesars, Complete",Text,1317,6400,https://www.gutenberg.org/ebooks/6400,Suetonius,22,10,2006
250,https://www.gutenberg.org/ebooks/3177.epub3.images,https://www.gutenberg.org/cache/epub/3177/pg3177.cover.medium.jpg,en,"West (U.S.) -- Description and travel;West (U.S.) -- Intellectual life -- 19th century;Authors, American -- Homes and haunts -- West (U.S.);Twain, Mark, 1835-1910 -- Travel -- West (U.S.)",Roughing It,Text,1313,3177,https://www.gutenberg.org/ebooks/3177,"Twain, Mark",18,8,2006
251,https://www.gutenberg.org/ebooks/32032.epub3.images,https://www.gutenberg.org/cache/epub/32032/pg32032.cover.medium.jpg,en,"Science fiction,War stories,Robots -- Fiction",Second Variety,Text,1308,32032,https://www.gutenberg.org/ebooks/32032,"Dick, Philip K.",17,4,2010
252,https://www.gutenberg.org/ebooks/51241.epub3.images,https://www.gutenberg.org/cache/epub/51241/pg51241.cover.medium.jpg,en,,Bridge Crossing,Text,1308,51241,https://www.gutenberg.org/ebooks/51241,"Dryfoos, Dave",17,2,2016
253,https://www.gutenberg.org/ebooks/34206.epub3.images,https://www.gutenberg.org/cache/epub/34206/pg34206.cover.medium.jpg,en,"Tales -- Arab countries,Fairy tales","The Thousand and One Nights, Vol. I.: Commonly Called the Arabian Nights' Entertainments",Text,1307,34206,https://www.gutenberg.org/ebooks/34206,Unknown,3,11,2010
254,https://www.gutenberg.org/ebooks/14328.epub3.images,https://www.gutenberg.org/cache/epub/14328/pg14328.cover.medium.jpg,en,"Philosophy and religion,Happiness",The Consolation of Philosophy,Text,1306,14328,https://www.gutenberg.org/ebooks/14328,Boethius,11,12,2004
255,https://www.gutenberg.org/ebooks/41617.epub3.images,https://www.gutenberg.org/cache/epub/41617/pg41617.cover.medium.jpg,en,Heraldry -- Great Britain,A Complete Guide to Heraldry,Text,1306,41617,https://www.gutenberg.org/ebooks/41617,"Fox-Davies, Arthur Charles",13,12,2012
256,https://www.gutenberg.org/ebooks/17161.epub3.images,https://www.gutenberg.org/cache/epub/17161/pg17161.cover.medium.jpg,de,"Children's poetry, German;Practical jokes -- Juvenile poetry;Wit and humor",Max und Moritz: Eine Bubengeschichte in sieben Streichen,Text,1302,17161,https://www.gutenberg.org/ebooks/17161,"Busch, Wilhelm",21,12,2005
257,https://www.gutenberg.org/ebooks/1974.epub3.images,https://www.gutenberg.org/cache/epub/1974/pg1974.cover.medium.jpg,en,"Aesthetics -- Early works to 1800,Poetry -- Early works to 1800",The Poetics of Aristotle,Text,1300,1974,https://www.gutenberg.org/ebooks/1974,Aristotle,1,11,1999
258,https://www.gutenberg.org/ebooks/8121.epub3.images,https://www.gutenberg.org/cache/epub/8121/pg8121.cover.medium.jpg,en,Norwegian drama -- Translations into English,Ghosts,Text,1295,8121,https://www.gutenberg.org/ebooks/8121,"Ibsen, Henrik",1,5,2005
259,https://www.gutenberg.org/ebooks/12116.epub3.images,https://www.gutenberg.org/cache/epub/12116/pg12116.cover.medium.jpg,en,"Children -- Conduct of life -- Juvenile fiction;Children's stories, German -- Translations into English;Children's poetry, German -- Translations into English;Stories in rhyme;Picture books for children;Behavior -- Fiction",Struwwelpeter: Merry Stories and Funny Pictures,Text,1290,12116,https://www.gutenberg.org/ebooks/12116,"Hoffmann, Heinrich",23,4,2004
260,https://www.gutenberg.org/ebooks/31547.epub3.images,https://www.gutenberg.org/cache/epub/31547/pg31547.cover.medium.jpg,en,"Human-alien encounters -- Fiction,Science fiction",Youth,Text,1287,31547,https://www.gutenberg.org/ebooks/31547,"Asimov, Isaac",7,3,2010
261,https://www.gutenberg.org/ebooks/1858.epub3.images,https://www.gutenberg.org/cache/epub/1858/pg1858.cover.medium.jpg,en,"India -- History -- British occupation, 1765-1947 -- Fiction;British -- India -- Fiction",Plain Tales from the Hills,Text,1284,1858,https://www.gutenberg.org/ebooks/1858,"Kipling, Rudyard",1,8,1999
262,https://www.gutenberg.org/ebooks/5230.epub3.images,https://www.gutenberg.org/cache/epub/5230/pg5230.cover.medium.jpg,en,"Mentally ill -- Fiction,Science fiction,Scientists -- Fiction,Psychological fiction",The Invisible Man: A Grotesque Romance,Text,1283,5230,https://www.gutenberg.org/ebooks/5230,"Wells, H. G. (Herbert George)",7,10,2004
263,https://www.gutenberg.org/ebooks/11224.epub3.images,https://www.gutenberg.org/cache/epub/11224/pg11224.cover.medium.jpg,en,Utilitarianism,Utilitarianism,Text,1282,11224,https://www.gutenberg.org/ebooks/11224,"Mill, John Stuart",22,2,2004
264,https://www.gutenberg.org/ebooks/31552.epub3.images,https://www.gutenberg.org/cache/epub/31552/pg31552.cover.medium.jpg,pt,Portuguese language -- Dictionaries,Novo dicionário da língua portuguesa,Text,1277,31552,https://www.gutenberg.org/ebooks/31552,"Figueiredo, Candido de",2,4,2010
265,https://www.gutenberg.org/ebooks/269.epub3.images,https://www.gutenberg.org/cache/epub/269/pg269.cover.medium.jpg,en,"Short stories, English;Humorous stories;Supernatural -- Fiction",Beasts and Super-Beasts,Text,1276,269,https://www.gutenberg.org/ebooks/269,Saki,26,12,2011
266,https://www.gutenberg.org/ebooks/41873.epub3.images,https://www.gutenberg.org/cache/epub/41873/pg41873.cover.medium.jpg,en,,"The History of Prostitution: Its Extent, Causes, and Effects throughout the World",Text,1267,41873,https://www.gutenberg.org/ebooks/41873,"Sanger, William W.",19,1,2013
267,https://www.gutenberg.org/ebooks/18857.epub3.images,https://www.gutenberg.org/cache/epub/18857/pg18857.cover.medium.jpg,en,"Science fiction;Earth (Planet) -- Core -- Fiction;Voyages, Imaginary -- Fiction;Adventure stories",A Journey to the Centre of the Earth,Text,1263,18857,https://www.gutenberg.org/ebooks/18857,"Verne, Jules",18,7,2006
268,https://www.gutenberg.org/ebooks/12513.epub3.images,https://www.gutenberg.org/cache/epub/12513/pg12513.cover.medium.jpg,en,"Classification, Dewey decimal",A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library,Text,1244,12513,https://www.gutenberg.org/ebooks/12513,"Dewey, Melvil",4,6,2004
269,https://www.gutenberg.org/ebooks/833.epub3.images,https://www.gutenberg.org/cache/epub/833/pg833.cover.medium.jpg,en,"Sociology,Leisure class",The Theory of the Leisure Class,Text,1244,833,https://www.gutenberg.org/ebooks/833,"Veblen, Thorstein",1,3,1997
270,https://www.gutenberg.org/ebooks/82.epub3.images,https://www.gutenberg.org/cache/epub/82/pg82.cover.medium.jpg,en,"Great Britain -- History -- Richard I, 1189-1199 -- Fiction;Knights and knighthood -- Fiction;Normans -- Great Britain -- Fiction;Triangles (Interpersonal relations) -- Fiction;Ivanhoe, Wilfred of, Sir (Fictitious character) -- Fiction;Jews -- England -- Fiction;Anglo-Saxons -- Fiction;Historical fiction;Love stories",Ivanhoe: A Romance,Text,1241,82,https://www.gutenberg.org/ebooks/82,"Scott, Walter",1,9,1993
271,https://www.gutenberg.org/ebooks/2610.epub3.images,https://www.gutenberg.org/cache/epub/2610/pg2610.cover.medium.jpg,en,"France -- History -- Louis XI, 1461-1483 -- Fiction;Paris (France) -- History -- To 1515 -- Fiction;Historical fiction;People with disabilities -- Fiction;Clergy -- Fiction;Romances;Notre-Dame de Paris (Cathedral) -- Fiction",Notre-Dame De Paris,Text,1239,2610,https://www.gutenberg.org/ebooks/2610,"Hugo, Victor",1,4,2001
272,https://www.gutenberg.org/ebooks/6867.epub3.images,https://www.gutenberg.org/cache/epub/6867/pg6867.cover.medium.jpg,en,"Rizal, José, 1861-1896","Lineage, Life and Labors of José Rizal, Philippine Patriot",Text,1239,6867,https://www.gutenberg.org/ebooks/6867,"Craig, Austin",18,6,2004
273,https://www.gutenberg.org/ebooks/3289.epub3.images,https://www.gutenberg.org/cache/epub/3289/pg3289.cover.medium.jpg,en,"Private investigators -- England -- Fiction;Detective and mystery stories;Holmes, Sherlock (Fictitious character) -- Fiction",The Valley of Fear,Text,1230,3289,https://www.gutenberg.org/ebooks/3289,"Doyle, Arthur Conan",1,6,2002
274,https://www.gutenberg.org/ebooks/159.epub3.images,https://www.gutenberg.org/cache/epub/159/pg159.cover.medium.jpg,en,"Science fiction,Animal experimentation -- Fiction,Islands -- Fiction,Shipwreck survival -- Fiction",The Island of Doctor Moreau,Text,1229,159,https://www.gutenberg.org/ebooks/159,"Wells, H. G. (Herbert George)",14,10,2004
275,https://www.gutenberg.org/ebooks/28885.epub3.images,https://www.gutenberg.org/cache/epub/28885/pg28885.cover.medium.jpg,en,Fantasy,Alice's Adventures in Wonderland: Illustrated by Arthur Rackham. With a Proem by Austin Dobson,Text,1229,28885,https://www.gutenberg.org/ebooks/28885,"Carroll, Lewis",19,5,2009
276,https://www.gutenberg.org/ebooks/51337.epub3.images,https://www.gutenberg.org/cache/epub/51337/pg51337.cover.medium.jpg,en,,The Man Outside,Text,1218,51337,https://www.gutenberg.org/ebooks/51337,"Smith, Evelyn E.",1,3,2016
277,https://www.gutenberg.org/ebooks/940.epub3.images,https://www.gutenberg.org/cache/epub/940/pg940.cover.medium.jpg,en,"United States -- History -- French and Indian War, 1754-1763 -- Fiction;War stories;Adventure stories;Frontier and pioneer life -- Fiction;Mohegan Indians -- Fiction;Historical fiction;Bumppo, Natty (Fictitious character) -- Fiction",The Last of the Mohicans; A narrative of 1757,Text,1215,940,https://www.gutenberg.org/ebooks/940,"Cooper, James Fenimore",5,2,2006
